Прізвище,Релігія,Примітка
Волк,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Волков,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Воробйов,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Воронєн,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Вудвуденко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Гавриш,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Галунга,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Ганчарюк,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Гармидер,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Гладун,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Глобенко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Головатюк,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Головня-Ілівшун,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Гонков,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Гонойченко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Гончаренко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Гончарук,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Горащенко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Горбенко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Горпинченко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Гоцик,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Греценко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Гречка,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Григор'єв,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Гудков,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Гузовський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Гульченко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Гуля,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Гурський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Гуцал,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Дашковський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Демченко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Деякевич,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Дзинькевич,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Дишлюк,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Діхтяренко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Добрановський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Добриднюк,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Добриднюк-Забур'ян,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Довгополий,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Драч,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Дробит,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Дубина,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Дульський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Дьяченко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Євтушенко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Єгоров,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Ємельянов,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Желінський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Жеренюк,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Жилінський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Жолткевич,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Завадський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Заволока,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Загоруйко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Задериголова,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Закревський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Запорожець,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Звіряка,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Зелінський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Зилінський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Зозуля,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Золотухін,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Зонченко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Зятєв,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Івченко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Ільницький,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Ісідоров,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Іудов,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Казнадзей,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Казюлін,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Каленський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Камінський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Кандиба,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Каплюченко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Каплюченко-Сидоренко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Карман,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Карпенко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Карпінський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Касьянчук,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Качур,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Качуровський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Клименко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Климовський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Коваленко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Коваль,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Ковальський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Ковальчук,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Ковиня,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Ковпак,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Ковтонюк,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Кожущенко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Козак,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Козаченко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Козинюк,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Колибаба,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Колісник,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Колодієнко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Комарницький,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Комісаренко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Кондратюк,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Коноваленко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Коновальчук,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Копил,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Корнелевський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Костенко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Костянецький,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Коцюбинський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Кочержинський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Кравченко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Крамар,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Крамаренко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Красницький,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Краснодемський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Кривонос,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Криворучко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Крижановський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Кристеч,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Крутоус,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Крутоусов-Власенко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Крученко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Кузнецов,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Кузьминський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Куйбіда,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Кулинич,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Кулібаба,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Куницький,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Кухар,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Кухаренко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Кучеренко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Лабенко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Лабузєв,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Лавриненко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Ланський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Ланчук,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Лапцевич,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Левицький,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Летвинюк,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Ливицький,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Линник,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Линчук,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Лисинко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Литвинюк,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Лісовенко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Літвінов,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Любомирський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Ляпін,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Маляревич,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Маляренко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Мамієнко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Манілов,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Мараховський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Маринченко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Мартинюк,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Марченко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Мацько,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Медвєдик,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Мекетюк,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Мельник,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Мигдальський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Мишолов,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Можаровський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Мойсієнко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Моннерот-дю-Мен,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Мосієнко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Москаленко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Мудрий,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Музика,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Музыченко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Муленко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Назаренко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Найдуленко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Недбайло,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Недогода-Совенко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Нескоромний,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Нестеренко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Несторенко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Нетеленка,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Нечипоренко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Никифоров,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Николенко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Ничепоренко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Ністранський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Новохацький,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Ноздровський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Носенко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Одиноченко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Олейник,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Оленчук-Сушинський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Олійник,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Онизчук,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Онойченко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Осипенко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Осичнюк,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Остапенко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Охріменко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Охрімович,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Павлов,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Падковський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Палажченко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Паніван,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Панський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Панченко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Паращук,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Педун,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Пересунько,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Переуда,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Петроченко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Пироженко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Піваковський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Побережний,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Полєвой,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Поліщук,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Поліщук-Рабійченко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Полторак,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Поржицький,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Портенко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Постоловський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Почеришній,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Прибуткевич,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Прилуцький,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Просторученко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Пухкой,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Работенко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Радченко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Рейнюк,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Рембеза,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Ременюк,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Репутуський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Ржечковський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Рихліцький,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Рога,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Розгон,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Романченко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Романюк,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Ромусевич,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Руденко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Рудковський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Рябий,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Рябий-Мельник,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Рябоконь,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Рябошапка,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Рядченко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Савченко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Савченко-Сергієнко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Садовський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Сакієнко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Салгира,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Сачко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Сачок,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Свідерський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Святенко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Сенько,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Сивак,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Сидоренко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Синицин,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Синявський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Скакун,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Скалозуб,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Скибицький,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Сливка,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Слободянцев,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Слюсаренко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Смілянець,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Смішко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Смолінський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Сноз,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Собчинський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Совгира,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Соколовський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Сокурець,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Солдатенко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Соловйов,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Солоденко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Солодкий,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Сошинський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Стиценко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Стовповой,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Стороженко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Сторчак,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Стукалюк,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Ступак,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Суботін,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Сукуренко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Сухолитка,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Сухолитченко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Сухонос,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Сучок,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Тараненко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Тарасюк,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Тарнавський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Тележинський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Терещенко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Тислюк,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Ткаченко-Євтушенко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Токар,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Тонковид-Бандура,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Тонковиденко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Туркевич,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Устич,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Фащевський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Федоренко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Фещенко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Филипович,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Філоненко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Фоменко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Фон-Раєвський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Харитинюк,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Харкевич,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Хлібнюк,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Хмара,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Хмельницький,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Хорхун,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Цвященко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Цимбал,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Цюрмаста,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Чамлай,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Чемлай,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Чепчук,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Черевко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Черепенко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Чернов,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Чечель,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Чорнопишенко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Чубань,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Чукало,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Шаповал,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Шах,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Шевченко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Шидловський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Шилінко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Шиптієнко,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Шмигаль,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Шпичка,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Штанегей,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Шуст,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Щедромирський,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
Щербанюк,,Селянське поселення володіння гр.Шувалова та садиби при м.Тальном
